time_s,load_fraction,rpm,boiler_pressure_bar,electrical_kW,boiler_duty_kW,cycle_efficiency_pct,vibration_mm_s,bearing_temp_C,fault_label
11285.0,0.8262,2987.3,14.977,62.0,389.6,15.9,1.51,64.46,normal
11286.0,0.8252,2987.7,14.823,62.0,389.6,15.9,1.661,63.91,normal
11287.0,0.8408,2986.9,14.856,62.0,389.6,15.9,1.629,65.15,normal
11288.0,0.8419,2984.0,14.904,62.0,389.6,15.9,1.799,62.65,normal
11289.0,0.8445,2981.1,14.846,62.0,389.6,15.9,1.559,63.65,normal
11290.0,0.8366,2984.7,14.782,62.7,394.5,15.9,1.691,62.81,normal
11291.0,0.8599,2985.2,14.867,62.7,394.5,15.9,1.82,64.94,normal
11292.0,0.8369,2987.3,14.927,62.7,394.5,15.9,1.73,63.83,normal
11293.0,0.8321,2984.3,14.873,62.7,394.5,15.9,1.635,64.37,normal
11294.0,0.8261,2987.5,14.943,62.7,394.5,15.9,1.751,62.18,normal
11295.0,0.838,2983.4,14.852,62.8,395.2,15.9,1.757,64.59,normal
11296.0,0.8212,2984.8,14.976,62.8,395.2,15.9,1.528,63.41,normal
11297.0,0.8232,2986.6,14.812,62.8,395.2,15.9,1.458,64.25,normal
11298.0,0.8328,2981.2,14.873,62.8,395.2,15.9,1.507,64.4,normal
11299.0,0.838,2983.0,14.847,62.8,395.2,15.9,1.634,62.84,normal
11300.0,0.8513,2989.3,14.858,63.8,401.5,15.9,1.664,62.91,normal
11301.0,0.8429,2987.1,14.937,63.8,401.5,15.9,1.571,62.4,normal
11302.0,0.8303,2986.8,14.875,63.8,401.5,15.9,1.847,63.68,normal
11303.0,0.8502,2981.1,14.754,63.8,401.5,15.9,1.913,63.16,normal
11304.0,0.8454,2986.2,14.895,63.8,401.5,15.9,1.636,63.0,normal
11305.0,0.8313,2987.1,14.917,62.3,392.0,15.9,1.661,63.17,normal
11306.0,0.8403,2981.2,14.975,62.3,392.0,15.9,1.772,63.59,normal
11307.0,0.8474,2987.8,14.891,62.3,392.0,15.9,1.425,64.11,normal
11308.0,0.8572,2984.7,14.929,62.3,392.0,15.9,1.842,64.09,normal
11309.0,0.8493,2988.0,14.902,62.3,392.0,15.9,1.993,64.57,normal
11310.0,0.8507,2989.6,14.917,63.8,401.2,15.9,1.398,63.71,normal
11311.0,0.8381,2986.8,14.853,63.8,401.2,15.9,1.792,63.37,normal
11312.0,0.8551,2991.5,14.811,63.8,401.2,15.9,1.761,63.47,normal
11313.0,0.8491,2988.1,14.819,63.8,401.2,15.9,1.563,63.11,normal
11314.0,0.8381,2984.3,14.922,63.8,401.2,15.9,1.736,63.01,normal
11315.0,0.8349,2978.5,14.982,62.6,393.7,15.9,1.704,64.47,normal
11316.0,0.8444,2985.8,14.763,62.6,393.7,15.9,1.623,64.04,normal
11317.0,0.8419,2988.9,14.882,62.6,393.7,15.9,1.981,62.89,normal
11318.0,0.8452,2982.9,14.928,62.6,393.7,15.9,1.594,62.36,normal
11319.0,0.8268,2983.8,14.958,62.6,393.7,15.9,1.807,63.97,normal
11320.0,0.8319,2981.8,14.833,62.4,392.3,15.9,1.616,63.14,normal
11321.0,0.8285,2982.1,14.879,62.4,392.3,15.9,1.584,64.53,normal
11322.0,0.8446,2987.4,14.904,62.4,392.3,15.9,1.474,65.59,normal
11323.0,0.8386,2987.8,14.922,62.4,392.3,15.9,1.547,63.21,normal
11324.0,0.8425,2981.0,14.876,62.4,392.3,15.9,1.346,63.75,normal
11325.0,0.8542,2986.2,14.809,64.1,402.8,15.9,1.63,64.33,normal
11326.0,0.8479,2987.5,14.873,64.1,402.8,15.9,1.594,63.88,normal
11327.0,0.8438,2989.1,14.859,64.1,402.8,15.9,1.714,63.63,normal
11328.0,0.8639,2984.6,14.865,64.1,402.8,15.9,1.575,64.95,normal
11329.0,0.8649,2986.4,14.944,64.1,402.8,15.9,1.768,64.48,normal
11330.0,0.8418,2986.8,14.978,63.1,397.0,15.9,1.927,64.38,normal
11331.0,0.8496,2993.8,14.923,63.1,397.0,15.9,1.611,64.77,normal
11332.0,0.8433,2987.7,14.89,63.1,397.0,15.9,1.6,63.99,normal
11333.0,0.8506,2988.7,14.909,63.1,397.0,15.9,1.68,62.48,normal
11334.0,0.8441,2987.9,14.776,63.1,397.0,15.9,1.696,63.68,normal
11335.0,0.8322,2987.9,14.93,62.4,392.5,15.9,1.971,63.64,normal
11336.0,0.8483,2983.6,14.865,62.4,392.5,15.9,1.811,63.26,normal
11337.0,0.8419,2988.4,14.883,62.4,392.5,15.9,1.567,63.26,normal
11338.0,0.8375,2987.5,14.867,62.4,392.5,15.9,1.335,64.33,normal
11339.0,0.8446,2982.7,14.826,62.4,392.5,15.9,1.909,63.56,normal
11340.0,0.8492,2984.1,14.917,63.7,400.5,15.9,1.571,64.13,normal
11341.0,0.8475,2979.9,14.89,63.7,400.5,15.9,1.601,64.65,normal
11342.0,0.8455,2985.4,14.96,63.7,400.5,15.9,1.422,65.31,normal
11343.0,0.8609,2985.6,14.93,63.7,400.5,15.9,1.789,61.9,normal
11344.0,0.8488,2982.6,14.817,63.7,400.5,15.9,1.666,63.59,normal
11345.0,0.856,2984.4,14.866,64.2,403.7,15.9,1.919,63.7,normal
11346.0,0.8423,2988.8,14.912,64.2,403.7,15.9,1.72,64.48,normal
11347.0,0.8281,2983.8,14.983,64.2,403.7,15.9,1.242,63.09,normal
11348.0,0.8217,2985.1,14.911,64.2,403.7,15.9,1.859,63.25,normal
11349.0,0.8211,2980.3,14.882,64.2,403.7,15.9,2.012,63.1,normal
11350.0,0.8293,2985.2,14.859,62.2,391.1,15.9,1.911,64.6,normal
11351.0,0.8423,2988.3,14.847,62.2,391.1,15.9,1.533,63.2,normal
11352.0,0.8435,2984.5,14.909,62.2,391.1,15.9,1.722,62.68,normal
11353.0,0.8537,2984.6,14.921,62.2,391.1,15.9,1.585,63.12,normal
11354.0,0.8371,2981.2,14.811,62.2,391.1,15.9,1.759,62.95,normal
11355.0,0.8416,2986.0,14.925,63.1,396.9,15.9,1.552,64.58,normal
11356.0,0.8313,2977.0,14.89,63.1,396.9,15.9,1.568,64.85,normal
11357.0,0.8382,2985.1,14.89,63.1,396.9,15.9,1.628,65.05,normal
11358.0,0.8332,2986.6,14.838,63.1,396.9,15.9,1.7,62.68,normal
11359.0,0.8385,2985.6,14.907,63.1,396.9,15.9,1.773,63.73,normal
11360.0,0.8593,2986.2,14.884,64.4,405.2,15.9,1.703,64.04,normal
11361.0,0.8464,2984.9,14.92,64.4,405.2,15.9,1.701,64.61,normal
11362.0,0.8239,2989.6,14.924,64.4,405.2,15.9,1.687,63.53,normal
11363.0,0.838,2982.4,14.882,64.4,405.2,15.9,1.726,62.07,normal
11364.0,0.8422,2981.5,14.934,64.4,405.2,15.9,1.906,64.95,normal
11365.0,0.8375,2984.5,14.781,62.8,395.0,15.9,1.805,62.49,normal
11366.0,0.824,2983.9,14.823,62.8,395.0,15.9,1.55,63.63,normal
11367.0,0.8405,2987.0,14.888,62.8,395.0,15.9,1.876,63.83,normal
11368.0,0.8347,2982.9,14.907,62.8,395.0,15.9,1.536,63.96,normal
11369.0,0.8328,2982.6,14.835,62.8,395.0,15.9,1.844,62.98,normal
11370.0,0.8334,2983.7,14.931,62.5,393.0,15.9,1.931,64.39,normal
11371.0,0.8327,2986.0,14.833,62.5,393.0,15.9,1.731,62.26,normal
11372.0,0.8385,2985.1,14.9,62.5,393.0,15.9,1.701,64.38,normal
11373.0,0.8314,2987.3,14.901,62.5,393.0,15.9,1.862,64.58,normal
11374.0,0.826,2986.3,14.818,62.5,393.0,15.9,1.87,62.93,normal
11375.0,0.829,2985.5,14.913,62.2,391.0,15.9,1.753,64.24,normal
11376.0,0.8344,2985.7,14.788,62.2,391.0,15.9,1.855,63.44,normal
11377.0,0.8328,2990.7,14.741,62.2,391.0,15.9,1.714,61.87,normal
11378.0,0.8396,2983.1,14.73,62.2,391.0,15.9,1.867,62.68,normal
11379.0,0.8492,2982.8,14.855,62.2,391.0,15.9,1.367,64.13,normal
11380.0,0.8387,2984.3,14.873,62.9,395.5,15.9,1.456,64.26,normal
11381.0,0.8336,2992.1,14.853,62.9,395.5,15.9,1.642,62.58,normal
11382.0,0.8206,2987.2,14.928,62.9,395.5,15.9,1.608,63.66,normal
11383.0,0.8426,2986.3,14.901,62.9,395.5,15.9,1.719,63.22,normal
11384.0,0.8451,2991.2,14.852,62.9,395.5,15.9,1.837,63.91,normal
11385.0,0.8366,2988.0,14.916,62.7,394.5,15.9,1.789,65.09,normal
11386.0,0.8566,2986.4,14.875,62.7,394.5,15.9,1.5,65.08,normal
11387.0,0.8475,2984.2,14.833,62.7,394.5,15.9,1.567,65.19,normal
11388.0,0.8527,2981.8,14.809,62.7,394.5,15.9,1.73,63.01,normal
11389.0,0.8438,2990.7,14.934,62.7,394.5,15.9,1.45,62.94,normal
11390.0,0.8444,2989.4,14.84,63.3,398.2,15.9,1.762,63.39,normal
11391.0,0.8597,2988.6,14.873,63.3,398.2,15.9,1.492,63.03,normal
11392.0,0.8246,2986.1,14.913,63.3,398.2,15.9,1.802,63.11,normal
11393.0,0.8452,2990.8,14.848,63.3,398.2,15.9,1.884,63.87,normal
11394.0,0.8374,2989.3,14.82,63.3,398.2,15.9,1.48,63.38,normal
11395.0,0.8365,2980.6,14.905,62.7,394.5,15.9,1.585,62.64,normal
11396.0,0.8448,2984.5,14.934,62.7,394.5,15.9,1.776,63.6,normal
11397.0,0.8535,2987.6,14.881,62.7,394.5,15.9,1.789,64.26,normal
11398.0,0.8359,2992.7,14.884,62.7,394.5,15.9,1.715,62.28,normal
11399.0,0.8393,2986.2,14.824,62.7,394.5,15.9,1.548,62.99,normal
11400.0,0.8368,2986.1,14.869,62.8,394.7,15.9,1.747,64.23,normal
11401.0,0.844,2986.9,14.895,62.8,394.7,15.9,1.75,63.63,normal
11402.0,0.8355,2985.2,14.913,62.8,394.7,15.9,1.798,64.09,normal
11403.0,0.8332,2984.7,14.869,62.8,394.7,15.9,1.609,64.38,normal
11404.0,0.8184,2990.6,14.981,62.8,394.7,15.9,1.699,63.87,normal
11405.0,0.8379,2982.9,14.907,62.8,395.1,15.9,1.901,62.26,normal
11406.0,0.8247,2987.0,14.863,62.8,395.1,15.9,1.637,63.34,normal
11407.0,0.8213,2983.2,14.81,62.8,395.1,15.9,1.889,63.68,normal
11408.0,0.8319,2986.8,15.016,62.8,395.1,15.9,1.541,62.18,normal
11409.0,0.8359,2979.5,14.86,62.8,395.1,15.9,1.833,64.91,normal
11410.0,0.8225,2981.6,14.893,61.7,387.9,15.9,1.807,64.23,normal
11411.0,0.8463,2987.6,14.871,61.7,387.9,15.9,1.867,63.83,normal
11412.0,0.8462,2984.1,14.886,61.7,387.9,15.9,1.463,64.6,normal
11413.0,0.8333,2982.4,14.761,61.7,387.9,15.9,1.577,62.9,normal
11414.0,0.8391,2981.5,14.855,61.7,387.9,15.9,1.601,62.3,normal
11415.0,0.8423,2984.9,14.88,63.2,397.2,15.9,1.83,63.74,normal
11416.0,0.8381,2988.2,14.862,63.2,397.2,15.9,1.627,64.24,normal
11417.0,0.8316,2988.6,14.885,63.2,397.2,15.9,1.934,63.6,normal
11418.0,0.8456,2980.8,14.943,63.2,397.2,15.9,1.811,63.25,normal
11419.0,0.8518,2982.3,14.855,63.2,397.2,15.9,1.583,64.55,normal
11420.0,0.8588,2985.2,14.817,64.4,405.0,15.9,1.569,63.94,normal
11421.0,0.8501,2985.3,14.84,64.4,405.0,15.9,1.954,63.3,normal
11422.0,0.8371,2989.2,14.866,64.4,405.0,15.9,1.779,63.0,normal
11423.0,0.844,2988.2,14.825,64.4,405.0,15.9,1.626,63.03,normal
11424.0,0.8372,2990.5,14.893,64.4,405.0,15.9,1.995,64.88,normal
11425.0,0.8503,2990.6,14.94,63.8,401.0,15.9,1.966,64.24,normal
11426.0,0.8525,2988.4,14.86,63.8,401.0,15.9,1.838,64.83,normal
11427.0,0.8407,2983.3,14.854,63.8,401.0,15.9,1.908,63.54,normal
11428.0,0.8298,2982.3,14.835,63.8,401.0,15.9,1.591,62.52,normal
11429.0,0.8414,2985.1,14.908,63.8,401.0,15.9,1.36,64.59,normal
11430.0,0.8404,2987.2,14.957,63.0,396.3,15.9,1.759,65.41,normal
11431.0,0.8219,2983.8,14.788,63.0,396.3,15.9,1.74,63.64,normal
11432.0,0.8206,2991.1,14.859,63.0,396.3,15.9,1.361,64.11,normal
11433.0,0.8378,2983.8,14.917,63.0,396.3,15.9,1.56,63.37,normal
11434.0,0.8434,2988.3,14.868,63.0,396.3,15.9,1.634,63.71,normal
11435.0,0.8218,2983.8,14.778,61.6,387.6,15.9,1.567,62.44,normal
11436.0,0.8368,2982.9,14.94,61.6,387.6,15.9,1.425,63.5,normal
11437.0,0.8398,2986.8,14.986,61.6,387.6,15.9,1.409,63.11,normal
11438.0,0.8605,2983.5,14.903,61.6,387.6,15.9,1.575,62.77,normal
11439.0,0.8427,2991.7,14.822,61.6,387.6,15.9,1.661,63.54,normal
11440.0,0.8512,2989.6,14.886,63.8,401.4,15.9,1.232,63.1,normal
11441.0,0.8342,2989.0,14.834,63.8,401.4,15.9,1.953,64.0,normal
11442.0,0.8491,2992.9,14.834,63.8,401.4,15.9,1.466,63.94,normal
11443.0,0.8548,2984.4,14.884,63.8,401.4,15.9,1.895,64.73,normal
11444.0,0.8423,2986.8,14.834,63.8,401.4,15.9,1.488,64.82,normal
11445.0,0.8205,2985.6,14.86,61.5,386.9,15.9,1.775,63.02,normal
11446.0,0.8424,2985.0,14.953,61.5,386.9,15.9,1.738,62.9,normal
11447.0,0.8473,2987.2,14.876,61.5,386.9,15.9,1.596,64.47,normal
11448.0,0.8347,2982.8,14.906,61.5,386.9,15.9,1.669,62.11,normal
11449.0,0.8285,2986.3,14.866,61.5,386.9,15.9,1.682,63.84,normal
11450.0,0.8396,2985.8,14.714,63.0,395.9,15.9,1.695,63.3,normal
11451.0,0.8409,2988.7,14.826,63.0,395.9,15.9,1.715,64.11,normal
11452.0,0.8381,2981.5,14.819,63.0,395.9,15.9,1.698,63.21,normal
11453.0,0.8206,2982.3,14.812,63.0,395.9,15.9,1.805,62.38,normal
11454.0,0.8453,2992.1,14.842,63.0,395.9,15.9,1.615,64.52,normal
11455.0,0.8543,2984.6,14.859,64.1,402.9,15.9,1.648,63.15,normal
11456.0,0.8571,2986.9,14.846,64.1,402.9,15.9,1.724,63.55,normal
11457.0,0.8744,2986.7,14.922,64.1,402.9,15.9,1.79,63.87,normal
11458.0,0.8625,2987.8,15.009,64.1,402.9,15.9,1.703,61.81,normal
11459.0,0.874,2986.3,14.892,64.1,402.9,15.9,1.643,63.51,normal
11460.0,0.8467,2980.8,14.85,63.5,399.3,15.9,1.785,62.46,normal
11461.0,0.8493,2993.8,14.9,63.5,399.3,15.9,1.501,64.12,normal
11462.0,0.8551,2990.8,14.896,63.5,399.3,15.9,1.804,64.52,normal
11463.0,0.8545,2987.9,14.855,63.5,399.3,15.9,1.856,63.41,normal
11464.0,0.8742,2985.9,14.93,63.5,399.3,15.9,1.533,63.61,normal
11465.0,0.8522,2982.9,14.859,63.9,401.9,15.9,1.765,63.62,normal
11466.0,0.859,2984.5,14.924,63.9,401.9,15.9,1.627,64.78,normal
11467.0,0.8583,2990.2,14.882,63.9,401.9,15.9,1.914,62.54,normal
11468.0,0.8546,2987.5,14.932,63.9,401.9,15.9,1.701,63.05,normal
11469.0,0.8374,2986.3,14.875,63.9,401.9,15.9,1.831,64.46,normal
11470.0,0.8402,2986.3,14.94,63.0,396.2,15.9,1.667,63.56,normal
11471.0,0.8279,2988.1,14.881,63.0,396.2,15.9,1.867,62.66,normal
11472.0,0.8301,2988.1,14.9,63.0,396.2,15.9,1.521,64.38,normal
11473.0,0.823,2987.4,14.833,63.0,396.2,15.9,1.876,63.67,normal
11474.0,0.836,2985.0,14.887,63.0,396.2,15.9,1.714,64.25,normal
11475.0,0.8385,2989.8,14.845,62.9,395.4,15.9,1.832,64.16,normal
11476.0,0.8527,2986.4,14.9,62.9,395.4,15.9,1.759,62.85,normal
11477.0,0.8514,2995.9,14.964,62.9,395.4,15.9,1.594,62.37,normal
11478.0,0.8473,2989.3,14.882,62.9,395.4,15.9,1.992,63.15,normal
11479.0,0.847,2985.8,14.921,62.9,395.4,15.9,1.828,64.73,normal
11480.0,0.8434,2989.8,14.901,63.3,397.8,15.9,1.91,64.95,normal
11481.0,0.843,2983.9,14.894,63.3,397.8,15.9,1.854,62.54,normal
11482.0,0.8377,2987.7,14.754,63.3,397.8,15.9,1.547,63.21,normal
11483.0,0.8392,2984.7,14.868,63.3,397.8,15.9,1.504,65.13,normal
11484.0,0.8347,2979.7,14.939,63.3,397.8,15.9,1.585,62.71,normal
11485.0,0.8453,2984.2,14.891,63.4,398.7,15.9,1.612,63.39,normal
11486.0,0.834,2981.8,15.055,63.4,398.7,15.9,1.576,62.5,normal
11487.0,0.8495,2986.8,14.884,63.4,398.7,15.9,1.637,63.47,normal
11488.0,0.843,2989.2,14.87,63.4,398.7,15.9,1.877,63.7,normal
11489.0,0.8407,2982.6,14.989,63.4,398.7,15.9,1.707,63.72,normal
11490.0,0.8602,2987.8,14.91,64.5,405.7,15.9,1.725,63.26,normal
11491.0,0.8636,2982.8,14.837,64.5,405.7,15.9,1.602,64.11,normal
11492.0,0.8529,2981.1,15.001,64.5,405.7,15.9,1.826,63.43,normal
11493.0,0.8521,2988.0,14.869,64.5,405.7,15.9,1.77,64.14,normal
11494.0,0.8583,2987.1,14.903,64.5,405.7,15.9,1.684,63.52,normal
11495.0,0.8428,2983.9,14.862,63.2,397.5,15.9,1.67,64.55,normal
11496.0,0.8389,2985.0,14.87,63.2,397.5,15.9,1.696,65.07,normal
11497.0,0.837,2987.5,14.901,63.2,397.5,15.9,1.712,62.93,normal
11498.0,0.8451,2980.3,14.833,63.2,397.5,15.9,1.626,63.58,normal
11499.0,0.8448,2990.2,14.916,63.2,397.5,15.9,1.732,63.49,normal
11500.0,0.8405,2982.4,14.779,63.0,396.4,15.9,1.513,64.66,normal
11501.0,0.8346,2983.9,14.934,63.0,396.4,15.9,1.304,63.21,normal
11502.0,0.8277,2986.0,14.909,63.0,396.4,15.9,1.783,64.83,normal
11503.0,0.8408,2986.3,15.004,63.0,396.4,15.9,1.385,65.49,normal
11504.0,0.8593,2986.0,14.849,63.0,396.4,15.9,1.617,63.64,normal
11505.0,0.8631,2979.4,14.986,64.7,407.0,15.9,1.718,64.85,normal
11506.0,0.8407,2988.2,14.903,64.7,407.0,15.9,1.789,63.17,normal
11507.0,0.838,2982.1,14.921,64.7,407.0,15.9,1.904,63.93,normal
11508.0,0.8137,2988.7,14.886,64.7,407.0,15.9,1.29,62.15,normal
11509.0,0.8178,2984.5,14.828,64.7,407.0,15.9,1.557,64.27,normal
11510.0,0.8423,2988.1,14.798,63.2,397.2,15.9,1.847,63.36,normal
11511.0,0.8623,2987.2,14.944,63.2,397.2,15.9,1.801,64.24,normal
11512.0,0.849,2989.7,14.929,63.2,397.2,15.9,1.66,63.44,normal
11513.0,0.8389,2988.2,14.894,63.2,397.2,15.9,1.746,63.42,normal
11514.0,0.8556,2981.9,14.922,63.2,397.2,15.9,1.861,63.59,normal
11515.0,0.8349,2986.7,14.942,62.6,393.7,15.9,1.967,64.2,normal
11516.0,0.8329,2987.5,14.906,62.6,393.7,15.9,1.748,62.96,normal
11517.0,0.844,2987.2,15.003,62.6,393.7,15.9,1.72,65.11,normal
11518.0,0.8576,2986.6,14.946,62.6,393.7,15.9,1.597,63.71,normal
11519.0,0.8451,2985.6,14.783,62.6,393.7,15.9,1.977,63.52,normal
11520.0,0.852,2987.1,14.87,63.9,401.8,15.9,1.52,63.08,normal
11521.0,0.8453,2984.8,14.834,63.9,401.8,15.9,1.604,64.13,normal
11522.0,0.8531,2983.0,14.84,63.9,401.8,15.9,1.744,63.69,normal
11523.0,0.8446,2989.0,14.893,63.9,401.8,15.9,1.463,63.12,normal
11524.0,0.8274,2984.9,14.816,63.9,401.8,15.9,1.432,61.98,normal
11525.0,0.8552,2982.3,14.868,64.1,403.3,15.9,1.722,63.94,normal
11526.0,0.8556,2986.3,14.862,64.1,403.3,15.9,1.746,64.01,normal
11527.0,0.85,2988.3,14.854,64.1,403.3,15.9,1.68,62.74,normal
11528.0,0.8443,2984.3,14.937,64.1,403.3,15.9,1.487,63.37,normal
11529.0,0.8387,2987.9,14.819,64.1,403.3,15.9,1.704,63.77,normal
11530.0,0.8503,2983.7,14.819,63.8,401.0,15.9,1.781,62.69,normal
11531.0,0.8417,2985.3,14.915,63.8,401.0,15.9,1.474,63.5,normal
11532.0,0.8429,2983.4,14.866,63.8,401.0,15.9,1.839,63.34,normal
11533.0,0.8396,2988.5,14.872,63.8,401.0,15.9,1.905,62.41,normal
11534.0,0.8389,2988.0,14.847,63.8,401.0,15.9,1.668,64.72,normal
11535.0,0.8335,2986.8,14.919,62.5,393.1,15.9,1.712,63.7,normal
11536.0,0.8284,2987.3,14.818,62.5,393.1,15.9,1.756,63.21,normal
11537.0,0.8321,2984.5,14.905,62.5,393.1,15.9,1.934,63.75,normal
11538.0,0.8307,2980.7,14.938,62.5,393.1,15.9,1.725,63.46,normal
11539.0,0.8378,2987.6,14.859,62.5,393.1,15.9,1.603,62.65,normal
11540.0,0.83,2983.9,14.933,62.3,391.4,15.9,1.622,63.85,normal
11541.0,0.8482,2986.8,14.98,62.3,391.4,15.9,1.719,63.66,normal
11542.0,0.8422,2991.6,14.941,62.3,391.4,15.9,1.486,65.43,normal
11543.0,0.848,2986.3,14.907,62.3,391.4,15.9,1.565,63.94,normal
11544.0,0.8429,2984.7,14.929,62.3,391.4,15.9,1.666,63.82,normal
11545.0,0.8467,2988.8,14.944,63.5,399.3,15.9,1.71,63.47,normal
11546.0,0.8644,2979.1,14.927,63.5,399.3,15.9,1.697,64.37,normal
11547.0,0.8546,2990.4,14.905,63.5,399.3,15.9,1.5,62.66,normal
11548.0,0.8471,2988.2,14.949,63.5,399.3,15.9,1.608,62.01,normal
11549.0,0.8499,2986.6,14.891,63.5,399.3,15.9,1.545,64.75,normal
11550.0,0.8388,2986.9,14.897,62.9,395.6,15.9,1.786,63.11,normal
11551.0,0.8322,2988.2,14.91,62.9,395.6,15.9,1.75,64.56,normal
11552.0,0.8416,2984.7,14.908,62.9,395.6,15.9,1.773,64.11,normal
11553.0,0.834,2982.6,14.925,62.9,395.6,15.9,1.678,62.12,normal
11554.0,0.8254,2981.0,14.933,62.9,395.6,15.9,1.688,63.63,normal
11555.0,0.8312,2981.9,14.918,62.3,392.0,15.9,1.797,63.09,normal
11556.0,0.8517,2988.1,14.839,62.3,392.0,15.9,1.668,63.52,normal
11557.0,0.8511,2981.8,14.847,62.3,392.0,15.9,1.83,62.54,normal
11558.0,0.8457,2982.3,14.928,62.3,392.0,15.9,1.759,62.59,normal
11559.0,0.8346,2985.5,14.766,62.3,392.0,15.9,1.536,63.02,normal
11560.0,0.8523,2984.5,14.916,63.9,401.9,15.9,1.64,64.41,normal
11561.0,0.8328,2983.2,14.876,63.9,401.9,15.9,1.726,63.92,normal
11562.0,0.8405,2987.2,14.88,63.9,401.9,15.9,1.73,62.91,normal
11563.0,0.8263,2981.6,14.795,63.9,401.9,15.9,1.729,64.36,normal
11564.0,0.8259,2987.8,14.901,63.9,401.9,15.9,1.612,63.33,normal
11565.0,0.8463,2978.6,14.936,63.5,399.1,15.9,1.842,63.3,normal
11566.0,0.8444,2990.6,14.815,63.5,399.1,15.9,1.679,64.27,normal
11567.0,0.8466,2986.1,14.972,63.5,399.1,15.9,1.542,62.92,normal
11568.0,0.8204,2981.6,14.845,63.5,399.1,15.9,1.74,64.33,normal
11569.0,0.8228,2984.2,14.947,63.5,399.1,15.9,1.666,64.0,normal
11570.0,0.8449,2982.7,14.822,63.4,398.5,15.9,1.95,64.22,normal
11571.0,0.8315,2981.8,14.868,63.4,398.5,15.9,1.908,64.44,normal
11572.0,0.8487,2984.5,14.88,63.4,398.5,15.9,1.589,63.46,normal
11573.0,0.8354,2982.7,14.843,63.4,398.5,15.9,1.679,64.02,normal
11574.0,0.8567,2985.1,14.91,63.4,398.5,15.9,1.687,64.62,normal
11575.0,0.8381,2984.0,14.913,62.9,395.3,15.9,1.79,64.18,normal
11576.0,0.8555,2981.2,14.819,62.9,395.3,15.9,1.797,64.49,normal
11577.0,0.8567,2994.7,14.837,62.9,395.3,15.9,1.769,63.8,normal
11578.0,0.8569,2987.8,14.858,62.9,395.3,15.9,1.772,63.92,normal
11579.0,0.8521,2990.0,15.008,62.9,395.3,15.9,1.424,64.85,normal
11580.0,0.8549,2984.5,14.867,64.1,403.2,15.9,1.845,63.88,normal
11581.0,0.8494,2984.4,14.846,64.1,403.2,15.9,1.565,63.39,normal
11582.0,0.8458,2987.5,14.843,64.1,403.2,15.9,1.821,63.04,normal
11583.0,0.853,2984.0,14.986,64.1,403.2,15.9,1.809,64.5,normal
11584.0,0.8473,2988.2,14.822,64.1,403.2,15.9,1.562,63.53,normal
11585.0,0.8613,2990.0,14.775,64.6,406.2,15.9,1.569,63.82,normal
11586.0,0.8657,2988.0,14.761,64.6,406.2,15.9,1.544,64.5,normal
11587.0,0.8574,2987.5,14.944,64.6,406.2,15.9,1.663,64.42,normal
11588.0,0.8676,2988.3,14.845,64.6,406.2,15.9,1.657,63.22,normal
11589.0,0.8339,2983.8,14.918,64.6,406.2,15.9,1.702,64.76,normal
11590.0,0.8409,2988.9,14.798,63.1,396.6,15.9,1.639,63.51,normal
11591.0,0.8348,2990.4,14.789,63.1,396.6,15.9,1.684,64.58,normal
11592.0,0.8476,2985.1,14.841,63.1,396.6,15.9,1.872,63.36,normal
11593.0,0.838,2988.8,14.9,63.1,396.6,15.9,1.65,63.96,normal
11594.0,0.8461,2985.9,14.893,63.1,396.6,15.9,1.383,63.68,normal
11595.0,0.8392,2983.4,14.85,62.9,395.8,15.9,1.629,63.48,normal
11596.0,0.8439,2983.7,14.91,62.9,395.8,15.9,1.817,64.33,normal
11597.0,0.8539,2984.7,14.872,62.9,395.8,15.9,1.749,63.49,normal
11598.0,0.838,2984.3,14.966,62.9,395.8,15.9,1.591,63.07,normal
11599.0,0.8362,2987.3,14.9,62.9,395.8,15.9,1.808,65.72,normal
11600.0,0.849,2988.8,15.027,63.7,400.4,15.9,1.783,63.48,normal
11601.0,0.8441,2989.2,14.821,63.7,400.4,15.9,1.414,63.1,normal
11602.0,0.8529,2988.2,14.877,63.7,400.4,15.9,1.872,64.31,normal
11603.0,0.8526,2986.3,14.93,63.7,400.4,15.9,1.825,63.6,normal
11604.0,0.8571,2984.7,14.898,63.7,400.4,15.9,1.774,63.59,normal
11605.0,0.8526,2988.4,14.832,63.9,402.1,15.9,1.739,65.59,normal
11606.0,0.8408,2989.2,14.88,63.9,402.1,15.9,1.882,63.15,normal
11607.0,0.8432,2992.7,14.876,63.9,402.1,15.9,1.801,64.22,normal
11608.0,0.8241,2986.5,14.82,63.9,402.1,15.9,1.789,63.69,normal
11609.0,0.8237,2981.3,14.877,63.9,402.1,15.9,2.066,64.89,normal
11610.0,0.8382,2986.9,14.912,62.9,395.3,15.9,1.623,63.15,normal
11611.0,0.8504,2984.1,14.955,62.9,395.3,15.9,1.507,63.08,normal
11612.0,0.8622,2985.7,14.879,62.9,395.3,15.9,1.814,64.82,normal
11613.0,0.86,2987.7,14.926,62.9,395.3,15.9,1.777,64.75,normal
11614.0,0.8814,2989.4,14.846,62.9,395.3,15.9,1.885,63.93,normal
11615.0,0.8669,2988.7,14.86,65.0,408.8,15.9,1.665,62.09,normal
11616.0,0.8553,2988.9,14.89,65.0,408.8,15.9,1.644,64.14,normal
